identifier,filename,subject_topical 1,subject_topical_authority 1,subject_topical_URI 1,subject_topical 2,subject_topical_authority 2,subject_topical_URI 2,subject_topical 3,subject_topical_authority 3,subject_topical_URI 3,subject_topical 4,subject_topical_authority 4,subject_topical_URI 4,subject_topical 5,subject_topical 6,subject_topical_URI 6,subject_topical_authority 6,subject_topical 7,subject_topical_authority 7,subject_topical_URI 7,subject_topical 8,subject_authority 8,subject_topical_URI 8,subject_local_label 1,subject_local_code 1,subject_local_label 2,subject_local_code 2,subject_local_label 3,subject_local_code 3,subject_local_label 4,subject_local_code 4,subject_local_label 5,subject_local_code 5,subject_geographic 1,subject_geographic_URI 1,subject_geographic_coordinates 1,subject_geographic 2,subject_geographic_URI 2,subject_geographic_coordinates 2,subject_geographic 3,subject_geographic_URI 3,subject_geographic_coordinates 3,subject_geographic 4,subject_geographic_URI 4,subject_geographic_coordinates 4,subject_name 1,subject_name_authority 1,subject_name_URI 1,subject_name 2,subject_authority 2,subject_name_URI 2,subject_name 3,subject_authority 3,subject_URI 3,subject_name 4,subject_name 5,subject_temporal,subject_temporal_local,shelf_locator,classification_number,collection,collection_identifier,holdingsExternal_city,holdingsExternal_county,holdingsExternal_state,physicalLocation@type=accessionNumber,repository,repository_URI,sublocation,record_creation_date,record_source,extent,internet_media_type,name_role 1 1,name_role_URI 1 1,name_role 1 2,name_role_URI 1 2,name_corporate 1,name_corporate_authority 1,name_corporate_URI 1,name_personal 1,name_authority 1,name_personal_URI 1,name_desc 1,name_role 2,name_role_URI 2,name_corporate 2,name_corporate_authority 2,name_corporate_URI 2,name_personal 2,name_personal_authority 2,name_personal_URI 2,name_description 2,name_role 3,name_role_URI 3,name_corporate 3,name_personal 3,name_personal_authority 3,name_personal_URI 3,name_desc 3,date_single,date_text,date_range_end,date_qualifier,public_note,place_of_origin 1,place_of_origin_URI 1,place_of_origin 2,place_of_origin_URI 2,date_publication,date_publication_qualifier,publisher,relatedItem@type=host_title,relatedItem@type=host_detail@type=issue,language,title_initial_article,title_work,item_type 1,item_type 2,form 1,form_URI 1,form 2,form_URI 2,genre,genre_URI,rights,abstract,digital_origin,language_of_ cataloging,project_url,project_title
0096_000050_000231_0001,0096_000050_000231_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,"Trade, Business and Industry",D.22,Transportation and Internal Improvements,D.23,Architecture,D.2,,,,,Pulaski (Tenn.),http://id.loc.gov/authorities/names/n83030249,"35.19972N, 87.03083W",Giles County (Tenn.),http://id.loc.gov/authorities/names/n82102458,"35.23333N, 87.03333W",,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),976.861 Gr. 1,,Postcard Collection,,Pulaski,Giles County,Tennessee,,Giles County Historical Society,http://id.loc.gov/authorities/names/n83044515,,2008-02-14,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 postcard,image/jpeg,Distributor,http://id.loc.gov/vocabulary/relators/dst,,,Independent News Service,,,,,,,,,,,,,,,,,,,,,,,1940,probably between 1940 and 1943,1943,inferred,,,,,,1942,approximate,,,,eng,,"PU-4 Business Section, Pulaski, Tennessee - 2C-H612",still image,,postcards,http://vocab.getty.edu/aat/300026816,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","This postcard is titled, ""PU-4 Business Section, Pulaski, Tennessee - 2C-H612"". It is a black and white photograph that has been hand colored and extensively retouched before printing to give an ideal image of the business section in Pulaski, Tn.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0096_000050_000232_0001,0096_000050_000232_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,Architecture,D.2,Civil and Human Rights,D.5,,,,,,,Pulaski (Tenn.),http://id.loc.gov/authorities/names/n83030249,"35.19972N, 87.03083W",Giles County (Tenn.),http://id.loc.gov/authorities/names/n82102458,"35.23333N, 87.03333W",,,,,,,Ku Klux Klan (1915- ),naf,http://id.loc.gov/authorities/names/n80076145,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),976.861 Gr. 1,,Postcard Collection,,Pulaski,Giles County,Tennessee,,Giles County Historical Society,http://id.loc.gov/authorities/names/n83044515,,2008-02-14,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,Cline Photo,,,,,,,,,,,,,,,,,,,,,,,1920,between 1920 and 1950?,1950,questionable,,,,,,,,,,,eng,,Birthplace of the Ku Klux Klan - 1-2-166,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","This photograph is titled, ""Birthplace of the Ku Klux Klan - 1-2-166"". This picture is of the office where the Ku Klux Klan was founded in Pulaski, TN.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000201_0001,0097_000050_000201_0001.jpeg,"World War, 1939-1945--Women--France",lcsh,,"World War, 1939-1945--Aerial operations, American",lcsh,http://id.loc.gov/authorities/subjects/sh2008113567,"World War, 1939-1945--Aerial operations, American--Moral and ethical aspects",lcsh,,,,,,,,,,,,,,,Women,D.25,Wars and Military,D.24,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,Femmes Tondues,,,"United States. Army. Airborne Division, 101st",naf,http://id.loc.gov/authorities/names/n79083978,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-05,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Warren, Gaskell",,,,,,,,,,,,,,,,,,,,1939,approximately between 1939 and 1945,1945,approximate,,Vichy (France),http://id.loc.gov/authorities/names/n50063867,,,,,,,,eng,,Line of French girls with their bald heads after getting a haircut,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","A photograph of a group of female Nazi collaborators in Vichy, France after their heads were shaved on stage in front of a large crowd.  French women who assisted or collaborated with Nazis were known as ""femmes tondues.""  After World War II, head-shaving was a common punishment in France and Norway for female Nazi conspirators.  The image is from approximately 1939-1945.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000202_0001,0097_000050_000202_0001.jpeg,,,,Soldiers--Recreation,lcsh,http://id.loc.gov/authorities/subjects/sh85124569,"World War, 1939-1945--United States",lcsh,http://id.loc.gov/authorities/subjects/sh2010118158,,,,,,,,,,,,,,Wars and Military,D.24,Music and Performing Arts,D.14,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,"Hope, Bob, 1903-2003",naf,http://id.loc.gov/authorities/names/n50028460,United Service Organizations (U.S.),naf,http://id.loc.gov/authorities/names/n85048134,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-05,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Warren, Gaskell",,,,,,,,,,,,,,,,,,,,1945-07,1945-07,,,,Munich (Germany),http://id.loc.gov/authorities/names/n79059670,,,,,,,,eng,,"Bob Hope in Munich during USO Show, July 1945",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","A photograph of Bob Hope during a USO show in Munich, Germany in July, 1945. Hope's USO career spanned six decades, during which he headlined approximately 60 tours. Hope began touring combat zones in 1943, moving from North Africa and Italy to the Pacific. 
The USO was founded in 1941 in response to a request from President Franklin D. Roosevelt to provide morale and recreation services to U.S. uniformed military personnel. USO centers and clubs opened around the world as a “Home Away from Home” for GIs. From 1941 to 1947, the USO presented more than 400,000 performances.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000203_0001,0097_000050_000203_0001.jpeg,,,,Soldiers--Recreation,lcsh,http://id.loc.gov/authorities/subjects/sh85124569,"World War, 1939-1945--United States",lcsh,http://id.loc.gov/authorities/subjects/sh2010118158,,,,,,,,,,,,,,Wars and Military,D.24,Music and Performing Arts,D.14,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,"Tilton, Martha",naf,http://id.loc.gov/authorities/names/n78098253,United Service Organizations (U.S.),naf,http://id.loc.gov/authorities/names/n85048134,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-05,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Warren, Gaskell",,,,,,,,,,,,,,,,,,,,1945-07,1945-07,,,,Munich (Germany),http://id.loc.gov/authorities/names/n79059670,,,,,,,,eng,,"Martha Tilton in Munich during USO Show, July 1945",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","A photograph of Martha Tilton performing in Munich, Germany as part of Bob Hope's tour in July, 1945. Tilton was an American popular singer, best-known for her 1939 recording of ""And the Angels Sing"" with Benny Goodman. Tilton participated in two USO tours with Jack Benny, traveling to the South Pacific in 1944 and to Germany right after the war ended in 1945.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000204_0001,0097_000050_000204_0001.jpeg,,,,,,,"World War, 1939-1945",lcsh,http://id.loc.gov/authorities/subjects/sh85148273,,,,,,,,,,,,,,Wars and Military,D.24,Women,D.25,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,American Red Cross,naf,http://id.loc.gov/authorities/names/n84161581,American Red Cross. Military/Social Services,naf,http://id.loc.gov/authorities/names/no91008065,American Red Cross. Women’s Motor Corps,naf,http://id.loc.gov/authorities/names/n2002126201,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-05,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1939,approximately between 1939 and 1945,1945,approximate,,Argonne (France),http://id.loc.gov/authorities/subjects/sh86000647,,,,,,,,eng,,American Red Cross Clubmobile,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","A black and white photograph of a Red Cross Clubmobile, the ""El Paso,"" in the Argonne Forrest, France. In World War II the American Red Cross collaborated with the U.S. Armed Forces to provide entertainment for the troops.  In 1944, in preparation for the invasion of Normandy, 32 two-and-a-half-ton GMC trucks were converted into Clubmobiles with kitchens and lodging for their crew. Clubmobiles were mobile entertainment, and served troops coffee and doughnuts, distributed cigarettes and played albums. They were each staffed by three American women who received their orders from the Army.  Clubmobiles were given names of states and cities in the United States, hence the ""El Paso"" pictured here. They served troops in England, France, Italy, Belgium, Luxembourg, and Germany, until May 7, 1945.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000205_0001,0097_000050_000205_0001.jpeg,Newspapers,lcsh,http://id.loc.gov/authorities/subjects/sh85091588,"Soldiers' writings, American",lcsh,http://id.loc.gov/authorities/subjects/sh85124597,"World War, 1939-1945--United States",lcsh,http://id.loc.gov/authorities/subjects/sh2010118158,,,,,,,,,,,,,,Wars and Military,D.24,Arts and Literature,D.3,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,"Warren, Gaskell",,,Stars and Stripes. Germany edition,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-05,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 postcard,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945-08-15,1945-08-15,,,,Germany,http://id.loc.gov/authorities/names/n80125931,,,,,,,,eng,,"Warren Gaskell reading ""The Stars and Stripes""",still image,,postcards,http://vocab.getty.edu/aat/300026816,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","In a staged photo printed as a postcard, Gaskell Warren holds the Southern Germany edition of ""The Stars and Stripes"" newspaper for August 15, 1945. The headline proclaims: ""War Ends. Truman Announces Total Surrender."" ""The Stars and Stripes"" was the daily paper of the U.S. armed forces in Europe, with many editions throughout the continent. During WWI, roving U.S. soldiers wrote for the paper, and many returned to journalism fame after the war. In WWII, ""The Stars and Stripes"" was revived, and in addition to the paper, published the 53-book G.I. Stories. The papers contained cartoons, and commentary as well as the news. ""The Stars and Stripes"" was created by Illinois soldiers in the Civil War, and continues to be published during present military campaigns.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000206_0001,0097_000050_000206_0001.jpeg,"World War, 1939-1945--Germany",lcsh,http://id.loc.gov/authorities/subjects/sh2008113355,"World War, 1939-1945--Aerial operations, American",lcsh,http://id.loc.gov/authorities/subjects/sh2008113567,,,,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Bingen (Germany),http://id.loc.gov/authorities/names/n2003104412,"48.11666N, 9.26667E",Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-07,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945-04,1945-04,,,,Bingen (Germany),http://id.loc.gov/authorities/names/n2003104412,,,,,,,,eng,,"Ruins of Bingen, Germany",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","An image of the ruins of Bingen, Germany. Bingen is located near the Rhine River, and was intensely bombed during missions in 1945.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000207_0001,0097_000050_000207_0001.jpeg,"World War, 1939-1945--Germany",lcsh,http://id.loc.gov/authorities/subjects/sh2008113355,"World War, 1939-1945--Aftermath",lcsh,,"World War, 1939-1945--Prisoners and prisons, German",lcsh,http://id.loc.gov/authorities/subjects/sh85148474,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-07,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945,1945,,,,Germany,http://id.loc.gov/authorities/names/n80125931,,,,,,,,eng,,Three German prisoners are taken,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","This is an image of three German prisoners being transported in the back of a jeep. The prisoners are not constrained, but watched by a guard. Although the setting seems rural, a group of young adults greets one another on the sidewalk. On the back of the photo, the caption says to ""note their hands over their head.""",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000208_0001,0097_000050_000208_0001.jpeg,"Berchtesgaden (Germany)--Buildings, structures, etc.",lcsh,,"World War, 1939-1945--Military facilities--German",lcsh,,"Hitler, Adolf, 1889-1945--Homes & haunts",lcsh,,,,,,,,,,,,,,,Wars and Military,D.24,Architecture,D.2,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,Berghof,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-07,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945-08,1945-08,,,,Berchtesgaden (Germany),http://id.loc.gov/authorities/names/n80002930,,,,,,,,eng,,"Ruins of Hitler's home, the Berghof",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","An image of Hitler's home, the Berghof, as it stood in partial ruins after World War II. The Berghof, located in the Alps of Berchtesgaden, Germany, was Hitler's primary residence during World War II, and was used as one of the Headquarters for the Nazi movement. The house itself was developed from an earlier summer home, and built using the profits from the publication of ""Mein Kampf."" Berchtesgaden was purchased by the Nazis in the 1920s for their senior officers, and served as an outpost for the German Reichskanzlei office. The mountains were home to Nazi leaders and the area included a station, postoffice and the Berchtesgadener Hof Hotel. Most of the buildings in Berchtesgaden were destroyed immediately after the war.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000209_0001,0097_000050_000209_0001.jpeg,"Motorcycles, Military",lcsh,http://id.loc.gov/authorities/subjects/sh86005600,"World War, 1939-1945--Military life",lcsh,,,,,,,,,,,,,,,,,,Wars and Military,D.24,Transportation and Internal Improvements,D.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-07,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945,1945,,,,Germany,http://id.loc.gov/authorities/names/n80125931,,,,,,,,eng,,"Motorcycle parked at curb, military vehicles in background",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","An image of a military motorcycle parked on the street curb with military vehicles in the background. The verso reads: ""Tent set up off 'deuce and a half.'""",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000210_0001,0097_000050_000210_0001.jpeg,"World War, 1939-1945--Military life",lcsh,,,,,,,,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-07,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1942,approximately between 1942 and 1945,1945,approximate,,Germany,http://id.loc.gov/authorities/names/n80125931,,,,,,,,eng,,World War II field camp scene with laundry line,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",An image of a field camp of the 101st Airborne division during World War II. The soldiers are pictured airing and cleaning laundry in a impromptu tent.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000211_0001,0097_000050_000211_0001.jpeg,"World War, 1939-1945--Military life",lcsh,,"World War, 1939-1945--Germany",lcsh,http://id.loc.gov/authorities/subjects/sh2008113355,,,,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,"Warren, Gaskell",,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-07,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945,1945,,,,Germany,http://id.loc.gov/authorities/names/n80125931,,,,,,,,eng,,Gaskell Warren posing beside a sign,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","An image of Gaskell Warren, a member of the Military Police for the 101st Airborne Division of the Allied troops in World War II. Warren poses in civilian clothing, and wrote on the verso: ""note the mileage sign I am standing by on the wall."" The sign reads: ""Berlin 200. Tennessee 5000."" Warren was originally from Cookeville, Tennessee.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000212_0001,0097_000050_000212_0001.jpeg,,,,"World War, 1939-1945--Military life",lcsh,,,,,,,,,,,,,,,,,,Wars and Military,D.24,Music and Performing Arts,D.14,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,"Jones, Marshall",,,American Forces Network,naf,http://id.loc.gov/authorities/names/n00037002,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-07,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945,1945,,,,Munich (Germany),http://id.loc.gov/authorities/names/n79059670,,,,,,,,eng,,"Melody Boys, Radio Station AFN-Munich",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","A picture of the Melody Boys, posing at the Radio Station AFN-Munich. The AFN-Munich was the American Forces Network in Germany, and began broadcasting in 1945. Marshall Jones, who played banjo and sang in the ""Melody Boys,"" later attained fame in the Grand Ole Opry and on the program ""Hee Haw.""The back of the image reads: ""The Melody Boys, Radio Station AFN-Munich, 100,000 watts - 1249 kilocycles. Munich, Germany, 1945.  Left to right: Marshall Johns of Henderson, Ky. Gaskell Warren, Cookeville, Tenn. Roy Joe Baxter, Leoma, Tenn. And Ottis J. Knippers of Lawrenceburg, Tennessee.""",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000213_0001,0097_000050_000213_0001.jpeg,United States. Army--Military police,lcsh,http://id.loc.gov/authorities/subjects/sh85140667,"World War, 1939-1945--Regimental histories--United States--101st Division",lcsh,,"World War, 1939-1945--Military life",lcsh,,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,"Warren, Gaskell",,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-07,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945-07,1945-07,,,,Munich (Germany),http://id.loc.gov/authorities/names/n79059670,,,,,,,,eng,,"Gaskell Warren posing with his M.P. motorcycle in Munich, Germany in July, 1945",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Gaskell Warren posing with his Military Police motorcycle in Munich, Germany in July, 1945. Warren was a member of the 101st Airborne Division, which was active in Germany at the end of World War II.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000214_0001,0097_000050_000214_0001.jpeg,"World War, 1939-1945--Military life",lcsh,,United States. Army--Military police,lcsh,http://id.loc.gov/authorities/subjects/sh85140667,,,,,,,,,,,,,,,,,Wars and Military,D.24,Transportation and Internal Improvements,D.23,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,"Warren, Gaskell",,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-07,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945-10-03,1945-10-03,,,,Munich (Germany),http://id.loc.gov/authorities/names/n79059670,,,,,,,,eng,,"Boarding the train in Munich for ""Camp New York""",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","An image of soldiers in the 101st Airborne Division boarding the cargo hull of a train in Munich. The soldiers are headed for ""Camp New York"" which was a military camp funded by the mayor of New York.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
